0972683275,ATSGEZ0ZVLZLC,5.0,1436745600
0972683275,A3HFZ62R2WLTBD,1.0,1436572800
0972683275,A12YZ8L7DL7JJ8,5.0,1436486400
0972683275,ANJCGILCTR9LA,5.0,1436313600
0972683275,AELV3EM05XRON,5.0,1436140800
0972683275,A1X7RY6KLE9OY9,5.0,1435881600
0972683275,A1U17JJ8WDKSZR,5.0,1435881600
0972683275,A14ZE7G5M15NJ7,5.0,1435449600
0972683275,A3FG3XC83VCCX2,5.0,1434844800
0972683275,A1MKC6N3MDKEK0,5.0,1434758400
0972683275,A3KRKZDA82ME8K,5.0,1434758400
0972683275,A3VA7XD7FG6HU3,5.0,1434585600
0972683275,A21G4URAAP0EN,5.0,1434326400
0972683275,A2JWUT3U6NLS8E,5.0,1433721600
0972683275,A3TQXRRRRAG8XI,5.0,1433462400
0972683275,A91PZMQ0EVQFI,5.0,1433289600
0972683275,A3M0QISL4ECFDX,5.0,1433030400
0972683275,A3LHM6Q54R40V2,5.0,1432944000
0972683275,AF3KX1IHLF963,5.0,1432512000
0972683275,A80HQ79ZBUIRL,5.0,1432425600
0972683275,A3PZOG05USIIHU,5.0,1432252800
0972683275,AZHWBIHVAL8JN,5.0,1432166400
0972683275,A2ENHXPMW1G7P8,5.0,1431907200
0972683275,ASEOPBI8GW7Y6,5.0,1431820800
0972683275,AO9382XHMX7U0,3.0,1431302400
0972683275,A1ZMNZL5T88S2N,5.0,1430611200
0972683275,A2EVRTWPQEWIKR,4.0,1430438400
0972683275,ALX3DEOD3RQEG,5.0,1430092800
0972683275,A32BZLAY7NLH6P,5.0,1430006400
0972683275,A1U7JD57MH0NEJ,5.0,1429920000
0972683275,A5H6SLMOGP04O,5.0,1429833600
0972683275,A1GIGWAPIDI68B,4.0,1429228800
0972683275,A1KZSQ2WPV9NRH,5.0,1429142400
0972683275,ALEQFWF8YK0Y7,5.0,1428969600
0972683275,A15K9FI3TH2EAH,5.0,1428969600
0972683275,A2E9UGN3JMKU1Z,5.0,1428969600
0972683275,A1FTC1XA5WVA8N,5.0,1428710400
0972683275,AMGIHG3WOHM8K,5.0,1428710400
0972683275,A2VDD3KJEQ4J84,5.0,1428451200
0972683275,ABIEQH66C3YL2,4.0,1428364800
0972683275,A12PB41NNORCDN,5.0,1428364800
0972683275,AE5Y1AISSMJB0,5.0,1428105600
0972683275,A2YAFUMT85KLDR,5.0,1427673600
0972683275,A3IQRQW6JBHU9C,5.0,1427587200
0972683275,A27GN92K8XTOHG,4.0,1426723200
0972683275,A19201CGH52TQM,5.0,1426723200
0972683275,A19ZWCNZRFU1ND,5.0,1426550400
0972683275,AN1HOK820GE5P,5.0,1426550400
0972683275,AYZ18VS6D3LLL,5.0,1426550400
0972683275,AVRPU3QMWEWM7,5.0,1426550400
0972683275,A1K1L18V4JV9W7,5.0,1426464000
0972683275,A1OXM2XOPOCOUC,5.0,1426377600
0972683275,A2M4CUM4NCA8GJ,5.0,1426204800
0972683275,A2ZX8IFOJN6RRN,5.0,1426118400
0972683275,A13C2N8W23X3DN,5.0,1425772800
0972683275,A3NNLE69EFHPFI,5.0,1425686400
0972683275,A2G6O7KFGR1DEX,5.0,1425686400
0972683275,A389WUNRLP6UYK,5.0,1425600000
0972683275,A23XV9P6VVHJUG,4.0,1425427200
0972683275,A9JLF6RD7C670,5.0,1425427200
0972683275,A9KHV1JK1TXIQ,5.0,1425340800
0972683275,A24CA0E5BBM3LO,5.0,1425340800
0972683275,A7AF6NJTATDZG,4.0,1425081600
0972683275,A7XLMRGE7D2YU,5.0,1424995200
0972683275,A7SSO0H5OJ0PU,5.0,1424908800
0972683275,A8HKBZ7EAIHCW,5.0,1424908800
0972683275,A2N1HO3FX9AY6L,5.0,1424649600
0972683275,A1IYUW6UPNYEJ7,5.0,1424304000
0972683275,A2RW0D4KY069MI,5.0,1424217600
0972683275,A1O7584I8NYLLN,5.0,1424217600
0972683275,A2ZOHC1LQISG20,5.0,1424131200
