1400599997,A2J39N8HOPD194,1.0,1298332800
1400599997,A343QC2O211PHA,1.0,1298246400
1400599997,A105AZN9C8UAOJ,5.0,1297728000
1400599997,A3QUK8180C0B1G,1.0,1296691200
1400599997,A1ULQP2FUVYGX8,4.0,1296691200
1400599997,ANEUPVXP9GKJQ,5.0,1296518400
1400599997,A1SNAWQ3DYNK5I,1.0,1296432000
1400599997,A22BFDZ6VUW0SW,5.0,1296345600
1400599997,A2IAD8XA81CQWQ,3.0,1296086400
1400599997,A1R4IUX89N7FDM,1.0,1296000000
1400599997,AJIEYYB8CT9D,5.0,1296000000
1400599997,A348XSDJVIBJN0,3.0,1295395200
1400599997,A1B03LV6PO02V3,5.0,1295136000
1400599997,A2I6HWYZO5AHOV,5.0,1295136000
1400599997,A1MP3XMNWQQW8X,5.0,1294185600
1400599997,A1KVBR09Z65K1T,1.0,1294012800
1400599997,A2IPSWMCHH3U7B,5.0,1293494400
1400599997,A2OKCS5234ZV7S,5.0,1293408000
1400599997,A1Y5J3OQSBVSPO,5.0,1293408000
1400599997,A3UORM4VFA8P1I,5.0,1293408000
1400599997,A1AULRXIQBC7JO,1.0,1293235200
1400599997,A1KWJPABE3F6FH,5.0,1293148800
1400599997,A317LYPCL0LUKL,1.0,1291852800
1400599997,A2ICKE6A3MJMM5,2.0,1290988800
1400599997,A2RFEVAOOH05JN,4.0,1290902400
1400599997,A3MI9I89F7AEDU,1.0,1290816000
1400599997,A2KH69UC6WEJ1D,5.0,1290729600
1400599997,A20X3J5AMM7FHE,3.0,1290384000
1400599997,AGDJFPY7X0AAA,5.0,1289952000
1400599997,A3G7BEJJCPD6DS,4.0,1288569600
1400599997,A2NY5HZ6H0NSTE,5.0,1288396800
1400599997,A333Z1G7NY5NKR,5.0,1288051200
1400599997,A28XZ55KP6I576,5.0,1286668800
1400599997,AL811AWZN3ZES,1.0,1286409600
1400599997,A2YCEKVUN1W5F1,4.0,1285459200
1400599997,A1JS0136L2PLWA,5.0,1285372800
1400599997,A1MTGIAV5O5CRF,1.0,1285113600
1400599997,A1263RB8HKHD76,5.0,1284768000
